date,imgpath,avgTemp,sumRain,avgWind
2024-03-12,img/ouneul_look_11.jpg,5.7,2.4,1.3
2024-03-12,img/ouneul_look_11.jpg,6.6,1.0,0.9
2024-03-12,img/ouneul_look_11.jpg,4.6,1.0,0.8
2024-03-12,img/ouneul_look_11.jpg,6.2,0.2,1.9
2024-03-12,img/ouneul_look_11.jpg,5.6,1.0,3.7
2024-03-12,img/ouneul_look_11.jpg,5.0,2.7,1.0
2024-03-12,img/ouneul_look_11.jpg,7.7,0.3,1.4
2024-03-12,img/ouneul_look_11.jpg,9.7,0.0,3.8
2024-03-12,img/ouneul_look_11.jpg,3.9,0.0,0.7
2024-03-10,img/183_ki_7.jpg,4.2,0.0,2.1
2024-03-10,img/183_ki_7.jpg,7.7,0.0,3.4
2024-03-10,img/183_ki_7.jpg,5.4,0.0,1.5
2024-03-10,img/183_ki_7.jpg,3.8,0.0,2.3
2024-03-10,img/183_ki_7.jpg,5.6,0.0,1.0
2024-03-10,img/183_ki_7.jpg,4.6,0.0,1.4
2024-03-10,img/183_ki_7.jpg,6.4,0.0,1.7
2024-03-10,img/183_ki_7.jpg,3.1,0.0,1.5
2024-03-10,img/183_ki_7.jpg,5.2,0.0,0.9
2024-03-10,img/183_ki_7.jpg,2.9,0.0,1.0
2024-03-10,img/183_ki_7.jpg,4.4,0.0,1.5
2024-03-10,img/183_ki_7.jpg,5.0,0.0,2.8
2024-03-10,img/183_ki_7.jpg,3.4,0.0,1.3
2024-03-10,img/183_ki_7.jpg,6.2,0.0,1.5
2024-03-10,img/183_ki_7.jpg,7.7,0.0,2.1
2024-03-10,img/183_ki_7.jpg,3.1,0.0,1.2
2024-03-10,img/ouneul_look_13.jpg,4.2,0.0,2.1
2024-03-10,img/ouneul_look_13.jpg,7.7,0.0,3.4
2024-03-10,img/ouneul_look_13.jpg,5.4,0.0,1.5
2024-03-10,img/ouneul_look_13.jpg,3.8,0.0,2.3
2024-03-10,img/ouneul_look_13.jpg,5.6,0.0,1.0
2024-03-10,img/ouneul_look_13.jpg,4.6,0.0,1.4
2024-03-10,img/ouneul_look_13.jpg,6.4,0.0,1.7
2024-03-10,img/ouneul_look_13.jpg,3.1,0.0,1.5
2024-03-10,img/ouneul_look_13.jpg,5.2,0.0,0.9
2024-03-10,img/ouneul_look_13.jpg,2.9,0.0,1.0
2024-03-10,img/ouneul_look_13.jpg,4.4,0.0,1.5
2024-03-10,img/ouneul_look_13.jpg,5.0,0.0,2.8
2024-03-10,img/ouneul_look_13.jpg,3.4,0.0,1.3
2024-03-10,img/ouneul_look_13.jpg,6.2,0.0,1.5
2024-03-10,img/ouneul_look_13.jpg,7.7,0.0,2.1
2024-03-10,img/ouneul_look_13.jpg,3.1,0.0,1.2
2024-03-10,img/ouneul_look_14.jpg,4.2,0.0,2.1
2024-03-10,img/ouneul_look_14.jpg,7.7,0.0,3.4
2024-03-10,img/ouneul_look_14.jpg,5.4,0.0,1.5
2024-03-10,img/ouneul_look_14.jpg,3.8,0.0,2.3
2024-03-10,img/ouneul_look_14.jpg,5.6,0.0,1.0
2024-03-10,img/ouneul_look_14.jpg,4.6,0.0,1.4
2024-03-10,img/ouneul_look_14.jpg,6.4,0.0,1.7
2024-03-10,img/ouneul_look_14.jpg,3.1,0.0,1.5
2024-03-10,img/ouneul_look_14.jpg,5.2,0.0,0.9
2024-03-10,img/ouneul_look_14.jpg,2.9,0.0,1.0
2024-03-10,img/ouneul_look_14.jpg,4.4,0.0,1.5
2024-03-10,img/ouneul_look_14.jpg,5.0,0.0,2.8
2024-03-10,img/ouneul_look_14.jpg,3.4,0.0,1.3
2024-03-10,img/ouneul_look_14.jpg,6.2,0.0,1.5
2024-03-10,img/ouneul_look_14.jpg,7.7,0.0,2.1
2024-03-10,img/ouneul_look_14.jpg,3.1,0.0,1.2
2024-03-09,img/183_ki_8.jpg,2.0,0.0,2.7
2024-03-09,img/183_ki_8.jpg,4.3,0.0,2.9
2024-03-09,img/183_ki_8.jpg,3.9,0.0,2.5
2024-03-09,img/183_ki_8.jpg,1.8,0.0,3.2
2024-03-09,img/183_ki_8.jpg,3.5,0.0,1.3
2024-03-09,img/183_ki_8.jpg,2.3,0.0,1.9
2024-03-09,img/183_ki_8.jpg,3.1,0.0,2.3
2024-03-09,img/183_ki_8.jpg,1.3,0.0,2.0
2024-03-09,img/183_ki_8.jpg,2.8,0.0,1.3
2024-03-09,img/183_ki_8.jpg,1.1,0.0,1.6
2024-03-09,img/183_ki_8.jpg,2.3,0.0,1.7
2024-03-09,img/183_ki_8.jpg,3.3,0.0,5.2
2024-03-09,img/183_ki_8.jpg,2.5,0.0,1.7
2024-03-09,img/183_ki_8.jpg,3.4,0.0,2.1
2024-03-09,img/183_ki_8.jpg,6.9,0.0,4.0
2024-03-09,img/183_ki_8.jpg,1.0,0.0,1.0
2024-03-09,img/ouneul_look_15.jpg,2.0,0.0,2.7
2024-03-09,img/ouneul_look_15.jpg,4.3,0.0,2.9
2024-03-09,img/ouneul_look_15.jpg,3.9,0.0,2.5
2024-03-09,img/ouneul_look_15.jpg,1.8,0.0,3.2
2024-03-09,img/ouneul_look_15.jpg,3.5,0.0,1.3
2024-03-09,img/ouneul_look_15.jpg,2.3,0.0,1.9
2024-03-09,img/ouneul_look_15.jpg,3.1,0.0,2.3
2024-03-09,img/ouneul_look_15.jpg,1.3,0.0,2.0
2024-03-09,img/ouneul_look_15.jpg,2.8,0.0,1.3
2024-03-09,img/ouneul_look_15.jpg,1.1,0.0,1.6
2024-03-09,img/ouneul_look_15.jpg,2.3,0.0,1.7
2024-03-09,img/ouneul_look_15.jpg,3.3,0.0,5.2
2024-03-09,img/ouneul_look_15.jpg,2.5,0.0,1.7
2024-03-09,img/ouneul_look_15.jpg,3.4,0.0,2.1
2024-03-09,img/ouneul_look_15.jpg,6.9,0.0,4.0
2024-03-09,img/ouneul_look_15.jpg,1.0,0.0,1.0
2024-03-07,img/183_ki_9.jpg,3.9,2.1,3.0
2024-03-07,img/183_ki_9.jpg,7.4,0.0,3.2
2024-03-07,img/183_ki_9.jpg,5.9,0.0,2.7
2024-03-07,img/183_ki_9.jpg,4.0,0.0,3.4
2024-03-07,img/183_ki_9.jpg,4.8,0.0,1.4
2024-03-07,img/183_ki_9.jpg,4.6,0.0,3.1
2024-03-07,img/183_ki_9.jpg,5.1,0.4,2.1
2024-03-07,img/183_ki_9.jpg,4.3,0.0,3.0
2024-03-07,img/183_ki_9.jpg,5.4,0.0,1.9
2024-03-07,img/183_ki_9.jpg,4.5,0.0,2.1
2024-03-07,img/183_ki_9.jpg,4.4,0.0,2.6
2024-03-07,img/183_ki_9.jpg,4.3,0.0,4.0
2024-03-07,img/183_ki_9.jpg,5.0,0.0,1.2
2024-03-07,img/183_ki_9.jpg,6.3,0.0,1.7
2024-03-07,img/183_ki_9.jpg,8.0,0.0,3.8
2024-03-07,img/183_ki_9.jpg,1.7,0.4,1.7
2024-03-07,img/ouneul_look_16.jpg,3.9,2.1,3.0
2024-03-07,img/ouneul_look_16.jpg,7.4,0.0,3.2
2024-03-07,img/ouneul_look_16.jpg,5.9,0.0,2.7
2024-03-07,img/ouneul_look_16.jpg,4.0,0.0,3.4
2024-03-07,img/ouneul_look_16.jpg,4.8,0.0,1.4
2024-03-07,img/ouneul_look_16.jpg,4.6,0.0,3.1
2024-03-07,img/ouneul_look_16.jpg,5.1,0.4,2.1
2024-03-07,img/ouneul_look_16.jpg,4.3,0.0,3.0
